Id,SalePrice
1461,120958.65011631914
1462,158821.7499823294
1463,185915.25362257336
1464,194916.5816434636
1465,190812.0227974301
1466,173711.9335417905
1467,176421.29934718984
1468,163123.74866022205
1469,182811.3606933342
1470,122747.43571537695
1471,196515.1590084598
1472,95383.75879792385
1473,95426.68790635113
1474,147163.09177220296
1475,112795.08334327463
1476,379163.64502366784
1477,248696.4948500126
1478,283993.31784085283
1479,283651.15543352487
1480,498668.70788862807
1481,315393.08993220003
1482,204575.26161443882
1483,180845.18928414123
1484,165027.19805508488
1485,182492.02843417175
1486,196232.3163625926
1487,339743.9616635811
1488,228116.9820707619
1489,199571.03485009147
1490,236776.26388846652
1491,194416.4092066649
1492,92758.27606765204
1493,180180.85638778046
1494,295648.1462923892
1495,288200.18551034236
1496,240188.4107143926
1497,181348.74373847357
1498,164805.2895120693
1499,158887.1862847565
1500,156841.94854725664
1501,175890.28120097588
1502,143890.34479663428
1503,288785.29045541264
1504,235525.32493999723
1505,225075.7902095393
1506,184281.37770984427
1507,251605.7578884175
1508,199933.7457538159
1509,160557.14304855294
1510,145485.0338775131
1511,151166.86767904882
1512,173677.49306366098
1513,142638.72327212564
1514,156638.94905034077
1515,199042.46027769792
1516,152828.47858874645
1517,164059.57120497248
1518,130491.12741297082
1519,219402.48476048512
1520,130573.48271179598
1521,134703.46150975316
1522,173897.70971777564
1523,111974.55930605278
1524,125167.77580668525
1525,122964.13977064303
1526,112242.20111714775
1527,102200.64206991943
1528,132502.94033872578
1529,150923.8102962282
1530,173536.93001320076
1531,106199.12191964629
1532,96456.02770961147
1533,148759.5452476599
1534,125223.76435436428
1535,151992.00840359027
1536,107061.0149771032
1537,59737.45027148505
1538,149277.14604642225
1539,191060.32274963093
1540,94581.14786657947
1541,142986.79922090485
1542,142468.08468386007
1543,203312.155499
1544,82734.05748598104
1545,108339.58951545246
1546,132965.71629883943
1547,136812.34660932128
1548,138081.61837153102
1549,115681.79482525658
1550,136755.00189960265
1551,109346.95401476693
1552,136282.78185590814
1553,154263.1858693822
1554,113466.42189770745
1555,164792.0260823582
1556,81760.94374196827
1557,110103.34595602653
1558,98046.57617863509
1559,69510.16617083641
1560,132505.45105926137
1561,134274.2529528474
1562,129716.27969949505
1563,119398.13911967936
1564,161936.69009634008
1565,148210.9514610208
1566,235825.9338631829
1567,75360.32676307499
1568,234903.76840595563
1569,132441.07851107517
1570,134435.56331159174
1571,120930.97653186959
1572,146725.63304869927
1573,246765.55047300464
1574,115685.263231342
1575,220418.04511156786
1576,245246.16204275165
1577,188161.8096838102
1578,144682.95617774376
1579,146912.6773798399
1580,191957.2870108385
1581,152266.15245641672
1582,124430.36341457412
1583,306630.2381792917
1584,222253.2210080502
1585,139605.56137992284
1586,67930.37406953158
1587,99633.85875882622
1588,149379.92196059655
1589,99490.68766566082
1590,134936.43659880364
1591,94423.54765694364
1592,121914.59588597337
1593,124387.51530670714
1594,132838.840769249
1595,107542.7574643991
1596,235747.21022093226
1597,190010.04569328256
1598,214457.03222460294
1599,163217.2171562155
1600,163161.05450653742
1601,64672.12632956906
1602,112685.30042066691
1603,81637.83065349192
1604,261885.02838123744
1605,238996.50161744072
1606,167295.53581443027
1607,166867.01974015444
1608,217170.68982319874
1609,186323.26676516526
1610,150198.38866299117
1611,138735.89038304455
1612,171060.01754005227
1613,165359.08530484277
1614,123457.22178890566
1615,88593.72370213583
1616,74058.50377052152
1617,92173.73175658885
1618,125808.59480598164
1619,139723.2511494399
1620,152954.96450717415
1621,139052.35192359608
1622,138821.8993763609
1623,257862.8462389548
1624,216455.67210136465
1625,119748.19492757643
1626,163695.89874540284
1627,193393.12485969855
1628,270539.85583204625
1629,177434.0100864673
1630,366238.0232564037
1631,217805.20354111833
1632,239240.6432565948
1633,167888.99123320758
1634,185394.7897712596
1635,177026.08372488242
1636,153810.55494243116
1637,203485.9078449093
1638,182008.0729145772
1639,183688.7939633829
1640,256852.21050277486
1641,177414.97675073042
1642,234406.93924685326
1643,215721.85561904951
1644,227764.97594330914
1645,200468.94913970027
1646,157504.95452987863
1647,154884.17718303707
1648,130363.91395088163
1649,139143.2361985675
1650,113192.10323630439
1651,121020.56835382775
1652,96276.61730679286
1653,97648.10171175667
1654,145245.55871269864
1655,138355.14235616388
1656,142556.03807931032
1657,147541.2504114867
1658,145284.17318235
1659,118851.2759550557
1660,155206.7796826588
1661,463494.8676996904
1662,392309.35197379
1663,389544.7365896485
1664,483797.8928641868
1665,309016.307208278
1666,321974.2349984348
1667,386393.85072718345
1668,342667.0617064311
1669,293068.3848815119
1670,345506.0975885815
1671,263528.3925626185
1672,439585.70658301725
1673,293625.59449554933
1674,239587.8367728658
1675,196825.04054396797
1676,196486.4104284407
1677,220622.23258697157
1678,471225.18714086944
1679,393901.82160502055
1680,342312.95059814985
1681,246994.9680227904
1682,299613.6166735098
1683,182246.0388011182
1684,171749.2255288303
1685,172200.94218881804
1686,168333.60770246756
1687,166014.61232097575
1688,190867.16522608625
1689,192982.66641638195
1690,192733.7603874102
1691,182083.84537111834
1692,256236.3137263368
1693,166359.18125637138
1694,181334.81934194648
1695,161963.79041868402
1696,273791.0011918781
1697,165189.3711263197
1698,359782.2566547748
1699,319106.4525674219
1700,251771.8759321752
1701,267232.23049185594
1702,247818.9236637323
1703,244607.636334516
1704,280279.18487957516
1705,230162.6165962133
1706,436376.4813588568
1707,215751.02971279665
1708,208163.82221738383
1709,266667.5138143255
1710,217578.37309832167
1711,266360.59392646654
1712,262402.83879583003
1713,279519.21309999976
1714,222951.11905779556
1715,205098.3197812939
1716,185446.8500997583
1717,170289.09260420664
1718,133734.25504760942
1719,201721.85712050166
1720,236733.2830788114
1721,164360.208907363
1722,124153.64102152034
1723,154972.18326580693
1724,211306.82504911616
1725,236733.70931119024
1726,188320.07502561042
1727,160620.30401795052
1728,174466.03092606156
1729,168742.42571188958
1730,156694.7921158384
1731,122102.1481955383
1732,126663.47715025049
1733,117620.21468228428
1734,121905.06900506135
1735,128702.1915510492
1736,112472.39339676725
1737,285953.2509508876
1738,236022.89740201502
1739,267872.2569614949
1740,225952.51985485898
1741,196803.32750533923
1742,173206.15553019627
1743,175863.2093343834
1744,310101.99013832415
1745,228897.237392154
1746,173399.05034083678
1747,211854.10474412388
1748,222340.54073479926
1749,148133.96213021674
1750,126514.167233043
1751,247596.3917147887
1752,118524.61739633398
1753,148875.37692009492
1754,186005.54860388904
1755,169700.54894566454
1756,127474.31595971294
1757,121989.37179966213
1758,144336.4882579451
1759,159557.53998455155
1760,167262.52710661275
1761,144730.06915414464
1762,179722.44365448653
1763,177102.3020983404
1764,113392.3901145553
1765,165956.80680980106
1766,182676.65456476962
1767,222685.10648773462
1768,144074.32906438725
1769,172994.26810449516
1770,150394.25660754368
1771,122417.39165881672
1772,133936.69136606256
1773,127862.41722497469
1774,138922.1314329723
1775,138163.2127520982
1776,123441.49073115118
1777,115250.21826557112
1778,140142.6712495896
1779,119207.1472305087
1780,173928.97565662098
1781,129539.00669728353
1782,87005.98531670353
1783,141232.48428704162
1784,105387.02555355073
1785,122989.67205197114
1786,133975.5190127995
1787,161674.0552756779
1788,57268.042024231676
1789,96624.72870849326
1790,77194.05195766143
1791,180168.79623001546
1792,160103.78049726808
1793,127894.73204345675
1794,150022.8565184105
1795,134093.12067814043
1796,120026.31369783077
1797,112576.43536946345
1798,123604.61120043525
1799,108906.52380123037
1800,132220.02244399567
1801,128522.56661328959
1802,128824.36086677985
1803,145978.84472427494
1804,141893.8377604301
1805,135712.93950641758
1806,121168.45454655719
1807,128790.93192477369
1808,118851.99135474373
1809,121799.15095343298
1810,140861.18723596082
1811,101204.37552104992
1812,99655.95590262815
1813,123093.1891376314
1814,97444.28961441647
1815,52069.426861472966
1816,99219.13490017732
1817,109031.07487140085
1818,149571.43276853848
1819,123083.79706769818
1820,55917.24529478908
1821,112013.58066468617
1822,148102.29959729855
1823,46080.46652434793
1824,134354.87126376145
1825,134923.37283988367
1826,103319.02129301723
1827,101755.88576503262
1828,134050.7997032164
1829,117129.02633185164
1830,142881.6328033271
1831,143296.7614382808
1832,76831.21821940824
1833,137668.42963596975
1834,118556.64322598762
1835,120430.91648601944
1836,126612.60259147926
1837,89474.0463128339
1838,122221.19501997635
1839,94434.90062487437
1840,146436.7107081265
1841,137520.90864192237
1842,83726.15873833577
1843,129761.68224545756
1844,133980.69911480873
1845,141188.1040393043
1846,155394.50337041978
1847,163911.03836505054
1848,52531.048006168196
1849,112973.7440631444
1850,117059.54230720489
1851,156155.21231021252
1852,124931.80003696412
1853,130967.75236997897
1854,169867.69074630208
1855,152289.71342747816
1856,223890.62542142166
1857,157556.3777361334
1858,139182.44003855294
1859,117591.14203499925
1860,150159.29241324277
1861,117477.82483936427
1862,301657.1656733717
1863,285157.7236048603
1864,285246.52955676307
1865,337083.3418992906
1866,333817.8740128745
1867,228178.72280830555
1868,301152.46760154073
1869,201874.3563495048
1870,227895.89376428607
1871,243979.59008251852
1872,172880.2158106871
1873,239567.7074678578
1874,146357.9685362092
1875,199080.1916845195
1876,198413.1445085674
1877,210510.26315606543
1878,205914.58453258697
1879,127769.95236526655
1880,132291.5953146336
1881,249270.09778062088
1882,247883.46458972944
1883,189354.23811132583
1884,206430.4323289424
1885,237862.84067019197
1886,288357.9969427117
1887,210650.81382867065
1888,269375.7619335457
1889,166554.5392730244
1890,119618.97379218455
1891,131603.8343205363
1892,100438.37166747179
1893,131178.21097960984
1894,126263.44026125876
1895,133940.58765090135
1896,125867.03643694252
1897,113962.39879011826
1898,111758.85011369895
1899,157200.37136468172
1900,146068.09526247592
1901,173466.9056365684
1902,148379.2669979829
1903,211390.09277068544
1904,140730.97332410072
1905,199963.515280742
1906,165617.66139027005
1907,208568.18728018113
1908,108881.5931376276
1909,132187.76689780032
1910,118963.3954736632
1911,219095.5363386
1912,325595.3109937739
1913,143745.5375291023
1914,61868.225529545125
1915,320791.97332886595
1916,66198.48989585848
1917,246210.63441684956
1918,140888.55537017237
1919,174700.04747766885
1920,154341.8263798972
1921,411205.8332621639
1922,316324.0588519275
1923,229300.3569085952
1924,221831.26741232327
1925,197200.97997675522
1926,396549.95640929666
1927,133930.1297012518
1928,155959.8333174675
1929,125777.52852631533
1930,131292.10543876785
1931,144757.041350214
1932,140624.1385613481
1933,179470.51837797707
1934,180700.4313968971
1935,171947.43442322087
1936,188351.02399385715
1937,184077.37081762232
1938,174774.1552345498
1939,237718.8857794781
1940,189002.82554957943
1941,170122.32753250765
1942,185864.6091691958
1943,205410.4464317164
1944,361052.41879315564
1945,402038.2405153789
1946,141302.35921816304
1947,311381.52118392586
1948,173998.82315707195
1949,250105.54821765033
1950,184279.22581570802
1951,255254.88622646296
1952,210251.82558603893
1953,169519.6447747258
1954,179150.83676448764
1955,134472.03098184487
1956,306544.46820742806
1957,152413.65348285763
1958,304935.1758770709
1959,142444.0212517459
1960,114396.93880700291
1961,119640.94197155301
1962,95937.35790392946
1963,104725.33459387018
1964,107201.86400969593
1965,142963.8703896217
1966,137576.39547844068
1967,289308.53152541496
1968,432265.64608529967
1969,393475.46946894
1970,426341.6669816046
1971,452316.06934165733
1972,382592.3082301377
1973,265818.92188007757
1974,327953.2223529183
1975,524184.18516756827
1976,266200.4620972686
1977,357688.0102838835
1978,349016.8247849783
1979,332851.9719630658
1980,203435.33896610382
1981,349582.4096763373
1982,217119.64260395226
1983,201373.01779110252
1984,169179.3858579213
1985,216898.77492578235
1986,213564.09567060895
1987,177278.24771873816
1988,177354.12254989988
1989,194161.57037343303
1990,213189.4141758671
1991,232653.92582603672
1992,213560.96334758852
1993,168132.52043961568
1994,229337.77118682582
1995,184686.80606536596
1996,251228.6248923958
1997,311572.22604562435
1998,332080.0966925999
1999,269653.55605254084
2000,323114.6700347963
2001,281602.7337326383
2002,239845.43435927294
2003,257860.109004148
2004,278908.1733920695
2005,216113.15165157826
2006,223020.0884332366
2007,248536.01056864273
2008,218865.34913636273
2009,196116.52927426947
2010,194317.752025091
2011,138400.11030196163
2012,173835.60226362306
2013,181274.24141639008
2014,185945.5320148754
2015,204581.70574219752
2016,194698.8503966143
2017,194876.64398930673
2018,120333.66000731607
2019,134533.11278048734
2020,105359.58210525126
2021,102370.33492537453
2022,182085.03927412367
2023,145076.6608851881
2024,266190.76380102
2025,348677.0196570082
2026,175282.608302985
2027,157150.68865966078
2028,150118.2496102181
2029,166929.80399995923
2030,268374.07049105765
2031,228566.17613109207
2032,245059.09885380004
2033,254294.92930131656
2034,170027.83028695936
2035,213512.91942439793
2036,194705.75460933748
2037,203050.72405243435
2038,307444.77734631393
2039,221921.48513834452
2040,281415.37272213073
2041,295563.0548943516
2042,205965.33598050397
2043,173889.0051542879
2044,172670.57511584865
2045,208352.81308440506
2046,144892.48606419802
2047,147494.3220609589
2048,138643.55155892123
2049,140233.74341537795
2050,176807.3586390997
2051,103297.64951783678
2052,124440.1014719154
2053,147363.7349480501
2054,88822.44273547124
2055,160988.93052355357
2056,143446.3427108762
2057,114507.57453929502
2058,223788.46667636067
2059,128844.72827016468
2060,173369.5063767454
2061,173720.691624516
2062,129269.7797251422
2063,115047.49437019865
2064,140653.9154159662
2065,120588.56541194429
2066,161803.0440080501
2067,112096.26425289217
2068,144195.0660740422
2069,85442.17672910099
2070,114682.65145661906
2071,94035.59054390716
2072,132587.59986529412
2073,135865.13034693053
2074,186654.13028825994
2075,143568.6868437493
2076,119454.47053283107
2077,157349.1362258386
2078,128190.6209226457
2079,131671.62104669114
2080,117800.78119993604
2081,125095.1050394582
2082,123034.89698075621
2083,144883.8877528175
2084,108226.58826593455
2085,117227.40756639357
2086,107400.0575325634
2087,119406.63735094025
2088,96075.2218222745
2089,77146.13459413676
2090,126974.9738479599
2091,112189.90163170168
2092,125149.6401917818
2093,116433.37026687959
2094,109401.52675007575
2095,149281.15412733442
2096,80225.9092198031
2097,95835.6429261675
2098,147233.20307651814
2099,54230.246767611316
2100,72395.91368591928
2101,118396.8644213086
2102,124136.14448449251
2103,101673.39615745122
2104,133857.34224383938
2105,129387.33965738378
2106,58666.322808286706
2107,199880.53574272004
2108,117339.68049074424
2109,109877.00884346609
2110,134360.03266411694
2111,136443.03021540385
2112,139212.51630361643
2113,124291.09144833493
2114,118099.7566756651
2115,163518.32523930207
2116,116863.80125821063
2117,148599.4818205008
2118,124989.50288748014
2119,113366.33183760532
2120,110126.76532238905
2121,87552.5099004093
2122,116630.96803623135
2123,86569.9809445472
2124,156426.27917162725
2125,125853.76097962595
2126,148301.02977056857
2127,160145.47446593805
2128,123149.84314577714
2129,92846.61687412714
2130,134752.1794252832
2131,137240.0330242185
2132,113230.38803013755
2133,125239.69771558307
2134,119603.78146505577
2135,94875.5988063291
2136,75537.35483629708
2137,111165.26710373489
2138,134721.67125654715
2139,152413.4393291185
2140,141104.77214047275
2141,148503.16441728384
2142,127043.91231316577
2143,151308.2617964149
2144,120455.05783775261
2145,137626.11219248045
2146,162009.548569404
2147,145119.1133253982
2148,130003.52926813609
2149,150027.77689956286
2150,222424.6592730647
2151,110601.20042986852
2152,183045.9035117615
2153,162242.6697267787
2154,109905.00412155251
2155,141326.34494215794
2156,270482.93483763264
2157,231426.9416081498
2158,236551.4623835918
2159,210109.62484873374
2160,175273.1762559911
2161,236975.2780201714
2162,389437.1519903615
2163,361491.374399391
2164,240328.2829116357
2165,197607.46185701387
2166,153444.8984820298
2167,214467.31700158145
2168,199963.4680258422
2169,196540.03796673927
2170,218102.30768518735
2171,153628.16438953418
2172,132066.60172224682
2173,166334.2258125223
2174,228651.5539932468
2175,290170.78108214226
2176,311041.6296852969
